[Shoot] 時間:  0.22s | 弾数: 59/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 45.68s | 弾数:  3/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間: 45.77s | 弾数:  2/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 45.85s | 弾数:  1/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 45.93s | 弾数:  0/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 47.82s | 弾数: 59/60  | Pellets: 1 | Dmg:     5,638 | Buffs: None
[Shoot] 時間: 47.90s | 弾数: 58/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 47.98s | 弾数: 57/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 48.07s | 弾数: 56/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 48.15s | 弾数: 55/60  | Pellets: 1 | Dmg:     5,638 | Buffs: None
[Shoot] 時間: 48.23s | 弾数: 54/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間: 48.32s | 弾数: 53/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 48.40s | 弾数: 52/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間: 48.48s | 弾数: 51/60  | Pellets: 1 | Dmg:     9,397 | Buffs: None
[Shoot] 時間: 48.57s | 弾数: 50/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 48.65s | 弾数: 49/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間: 48.73s | 弾数: 48/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間: 48.82s | 弾数: 47/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 48.90s | 弾数: 46/60  | Pellets: 1 | Dmg:     9,397 | Buffs: None
[Shoot] 時間: 48.98s | 弾数: 45/60  | Pellets: 1 | Dmg:     5,638 | Buffs: None
[Shoot] 時間: 49.07s | 弾数: 44/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 49.15s | 弾数: 43/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 49.23s | 弾数: 42/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間: 49.32s | 弾数: 41/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 49.40s | 弾数: 40/60  | Pellets: 1 | Dmg:     5,638 | Buffs: None
[Shoot] 時間: 49.48s | 弾数: 39/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 49.57s | 弾数: 38/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間: 49.65s | 弾数: 37/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間: 49.73s | 弾数: 36/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間: 49.82s | 弾数: 35/60  | Pellets: 1 | Dmg:     9,397 | Buffs: None
[Shoot] 時間: 49.90s | 弾数: 34/60  | Pellets: 1 | Dmg:     5,638 | Buffs: None
[Shoot] 時間: 49.98s | 弾数: 33/60  | Pellets: 1 | Dmg:     5,638 | Buffs: None
[Shoot] 時間: 50.07s | 弾数: 32/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 50.15s | 弾数: 31/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Burst] Activate!
[Buff] Applied S2: 整備補給 (攻撃力) (atk_buff_fixed: 2966.8194) to レイ（仮称）
[Buff] Applied Burst: 攻撃態勢_Stage_0 (dummy_mode: 1) to レイ（仮称）
[Buff] Applied Burst: 攻撃態勢_Stage_1 (atk_dmg_buff: 0.359) to レイ（仮称）
[Buff] Applied Burst: 攻撃態勢_Stage_2 (atk_buff_fixed: 16191.014400000002) to レイ（仮称）
[Skill Dmg] 時間: 50.20s | 名前:Burst: 攻撃態勢_Stage_3       | Dmg:   601,679 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Buff] Applied Burst: 攻撃態勢 (ダミー) (buff: 0) to レイ（仮称）
[Shoot] 時間: 50.23s | 弾数: 30/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 50.32s | 弾数: 29/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 50.40s | 弾数: 28/60  | Pellets: 1 | Dmg:    17,877 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 50.48s | 弾数: 27/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 50.57s | 弾数: 26/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 50.65s | 弾数: 25/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間: 50.65s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   261,012 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 50.73s | 弾数: 24/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 50.82s | 弾数: 23/60  | Pellets: 1 | Dmg:    17,877 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 50.90s | 弾数: 22/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 50.98s | 弾数: 21/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 51.07s | 弾数: 20/60  | Pellets: 1 | Dmg:    17,877 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 51.15s | 弾数: 19/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 51.23s | 弾数: 18/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間: 51.23s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   261,012 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 51.32s | 弾数: 17/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 51.40s | 弾数: 16/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 51.48s | 弾数: 15/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 51.57s | 弾数: 14/60  | Pellets: 1 | Dmg:    26,815 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 51.65s | 弾数: 13/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 51.73s | 弾数: 12/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 51.82s | 弾数: 11/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間: 51.82s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   261,012 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 51.90s | 弾数: 10/60  | Pellets: 1 | Dmg:    17,877 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 51.98s | 弾数:  9/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 52.07s | 弾数:  8/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 52.15s | 弾数:  7/60  | Pellets: 1 | Dmg:    17,877 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 52.23s | 弾数:  6/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 52.32s | 弾数:  5/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 52.40s | 弾数:  4/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間: 52.40s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   348,016 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 52.48s | 弾数:  3/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 52.57s | 弾数:  2/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 52.65s | 弾数:  1/60  | Pellets: 1 | Dmg:    17,877 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 52.73s | 弾数:  0/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 54.62s | 弾数: 59/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 54.70s | 弾数: 58/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 54.78s | 弾数: 57/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間: 54.78s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   261,012 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 54.87s | 弾数: 56/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 54.95s | 弾数: 55/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 55.03s | 弾数: 54/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 55.12s | 弾数: 53/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 55.20s | 弾数: 52/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 55.28s | 弾数: 51/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 55.37s | 弾数: 50/60  | Pellets: 1 | Dmg:    17,877 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間: 55.37s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   261,012 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 55.45s | 弾数: 49/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 55.53s | 弾数: 48/60  | Pellets: 1 | Dmg:    26,815 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 55.62s | 弾数: 47/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 55.70s | 弾数: 46/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 55.78s | 弾数: 45/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 55.87s | 弾数: 44/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 55.95s | 弾数: 43/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間: 55.95s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   348,016 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 56.03s | 弾数: 42/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 56.12s | 弾数: 41/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 56.20s | 弾数: 40/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 56.28s | 弾数: 39/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 56.37s | 弾数: 38/60  | Pellets: 1 | Dmg:    17,877 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 56.45s | 弾数: 37/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 56.53s | 弾数: 36/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間: 56.53s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   261,012 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 56.62s | 弾数: 35/60  | Pellets: 1 | Dmg:    17,877 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 56.70s | 弾数: 34/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 56.78s | 弾数: 33/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 56.87s | 弾数: 32/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 56.95s | 弾数: 31/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 57.03s | 弾数: 30/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 57.12s | 弾数: 29/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間: 57.12s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   261,012 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 57.20s | 弾数: 28/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 57.28s | 弾数: 27/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 57.37s | 弾数: 26/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 57.45s | 弾数: 25/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 57.53s | 弾数: 24/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 57.62s | 弾数: 23/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 57.70s | 弾数: 22/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間: 57.70s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   261,012 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 57.78s | 弾数: 21/60  | Pellets: 1 | Dmg:    26,815 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 57.87s | 弾数: 20/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 57.95s | 弾数: 19/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 58.03s | 弾数: 18/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 58.12s | 弾数: 17/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 58.20s | 弾数: 16/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 58.28s | 弾数: 15/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間: 58.28s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   261,012 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 58.37s | 弾数: 14/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 58.45s | 弾数: 13/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 58.53s | 弾数: 12/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 58.62s | 弾数: 11/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 58.70s | 弾数: 10/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 58.78s | 弾数:  9/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 58.87s | 弾数:  8/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間: 58.87s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   261,012 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 58.95s | 弾数:  7/60  | Pellets: 1 | Dmg:    17,877 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 59.03s | 弾数:  6/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 59.12s | 弾数:  5/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 59.20s | 弾数:  4/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 59.28s | 弾数:  3/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 59.37s | 弾数:  2/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 59.45s | 弾数:  1/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間: 59.45s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   261,012 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 59.53s | 弾数:  0/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間: 61.42s | 弾数: 59/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間: 61.50s | 弾数: 58/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 61.58s | 弾数: 57/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 61.67s | 弾数: 56/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 61.75s | 弾数: 55/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 61.83s | 弾数: 54/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 61.92s | 弾数: 53/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 62.00s | 弾数: 52/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 62.08s | 弾数: 51/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 62.17s | 弾数: 50/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 62.25s | 弾数: 49/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 62.33s | 弾数: 48/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間: 62.42s | 弾数: 47/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 62.50s | 弾数: 46/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間: 62.58s | 弾数: 45/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間: 62.67s | 弾数: 44/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 62.75s | 弾数: 43/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 62.83s | 弾数: 42/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 62.92s | 弾数: 41/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 63.00s | 弾数: 40/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間: 63.08s | 弾数: 39/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 63.17s | 弾数: 38/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 63.25s | 弾数: 37/60  | Pellets: 1 | Dmg:     9,397 | Buffs: None
[Shoot] 時間: 63.33s | 弾数: 36/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間: 63.42s | 弾数: 35/60  | Pellets: 1 | Dmg:     5,638 | Buffs: None
[Shoot] 時間: 63.50s | 弾数: 34/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 63.58s | 弾数: 33/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間: 63.67s | 弾数: 32/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 63.75s | 弾数: 31/60  | Pellets: 1 | Dmg:     9,397 | Buffs: None
[Shoot] 時間: 63.83s | 弾数: 30/60  | Pellets: 1 | Dmg:     5,638 | Buffs: None
[Shoot] 時間: 63.92s | 弾数: 29/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間: 64.00s | 弾数: 28/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間: 64.08s | 弾数: 27/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
