[Barrier] キロ applied Shield (nano_coating) (Val:0.2112, Dur:99999s)
[Shoot] 時間: 33.50s | 弾数: 19/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 33.53s | 弾数: 18/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 33.57s | 弾数: 17/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 33.60s | 弾数: 16/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 33.63s | 弾数: 15/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 33.67s | 弾数: 14/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 33.70s | 弾数: 13/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 33.73s | 弾数: 12/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 33.77s | 弾数: 11/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 33.80s | 弾数: 10/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 33.83s | 弾数:  9/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 33.87s | 弾数:  8/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 33.90s | 弾数:  7/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 33.93s | 弾数:  6/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 33.97s | 弾数:  5/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 34.00s | 弾数:  4/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 34.03s | 弾数:  3/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 34.07s | 弾数:  2/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 34.10s | 弾数:  1/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 34.13s | 弾数:  0/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Buff] Applied Skill 2: 自己修復 (バリア回復) (dummy_effect: 0.0285) to キロ
[Action] Reloading... (150 frames)
[Burst] Activate!
[Buff] キロ: HP to ATK conversion (0.05)
[Skill Dmg] 時間: 35.15s | 名前:バースト: プライオリタイズ_Stage_1    | Dmg:   605,544 | Hits:1 | Buffs:shield:0.21 | conversion_hp_to_atk:0.05
[Action] Reload Complete. Ammo: 300
[Shoot] 時間: 37.02s | 弾数:299/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 37.42s | 弾数:298/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 37.63s | 弾数:297/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 37.85s | 弾数:296/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 38.02s | 弾数:295/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 38.18s | 弾数:294/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 38.35s | 弾数:293/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 38.48s | 弾数:292/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 38.62s | 弾数:291/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 38.75s | 弾数:290/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 38.88s | 弾数:289/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 39.00s | 弾数:288/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 39.12s | 弾数:287/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 39.23s | 弾数:286/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 39.35s | 弾数:285/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 39.47s | 弾数:284/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 39.57s | 弾数:283/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 39.67s | 弾数:282/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 39.77s | 弾数:281/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 39.87s | 弾数:280/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 39.97s | 弾数:279/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 40.07s | 弾数:278/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 40.15s | 弾数:277/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 40.23s | 弾数:276/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 40.32s | 弾数:275/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 40.40s | 弾数:274/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 40.48s | 弾数:273/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 40.57s | 弾数:272/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 40.65s | 弾数:271/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 40.73s | 弾数:270/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 40.82s | 弾数:269/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 40.90s | 弾数:268/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 40.98s | 弾数:267/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 41.07s | 弾数:266/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 41.15s | 弾数:265/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 41.23s | 弾数:264/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 41.32s | 弾数:263/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 41.38s | 弾数:262/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 41.45s | 弾数:261/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 41.52s | 弾数:260/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 41.58s | 弾数:259/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 41.65s | 弾数:258/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 41.72s | 弾数:257/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 41.78s | 弾数:256/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 41.85s | 弾数:255/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 41.92s | 弾数:254/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 41.98s | 弾数:253/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 42.05s | 弾数:252/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 42.12s | 弾数:251/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 42.18s | 弾数:250/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 42.25s | 弾数:249/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 42.32s | 弾数:248/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 42.38s | 弾数:247/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 42.45s | 弾数:246/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 42.52s | 弾数:245/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 42.58s | 弾数:244/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 42.65s | 弾数:243/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 42.72s | 弾数:242/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 42.78s | 弾数:241/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 42.85s | 弾数:240/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 42.92s | 弾数:239/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 42.98s | 弾数:238/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 43.05s | 弾数:237/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 43.12s | 弾数:236/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 43.18s | 弾数:235/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 43.25s | 弾数:234/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 43.32s | 弾数:233/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 43.37s | 弾数:232/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 43.42s | 弾数:231/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 43.47s | 弾数:230/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 43.52s | 弾数:229/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 43.57s | 弾数:228/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 43.62s | 弾数:227/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 43.67s | 弾数:226/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 43.72s | 弾数:225/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 43.77s | 弾数:224/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 43.82s | 弾数:223/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 43.87s | 弾数:222/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 43.92s | 弾数:221/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 43.97s | 弾数:220/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 44.02s | 弾数:219/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 44.07s | 弾数:218/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 44.12s | 弾数:217/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 44.17s | 弾数:216/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 44.22s | 弾数:215/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 44.27s | 弾数:214/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 44.32s | 弾数:213/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 44.37s | 弾数:212/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 44.42s | 弾数:211/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 44.47s | 弾数:210/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 44.52s | 弾数:209/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 44.57s | 弾数:208/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 44.62s | 弾数:207/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 44.67s | 弾数:206/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 44.72s | 弾数:205/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 44.77s | 弾数:204/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 44.82s | 弾数:203/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 44.87s | 弾数:202/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 44.92s | 弾数:201/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 44.97s | 弾数:200/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 45.02s | 弾数:199/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 45.07s | 弾数:198/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 45.12s | 弾数:197/300 | Pellets: 1 | Dmg:     2,851 | Buffs: shield:0.21
[Shoot] 時間: 45.17s | 弾数:196/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 45.22s | 弾数:195/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 45.27s | 弾数:194/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 45.32s | 弾数:193/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 45.37s | 弾数:192/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 45.42s | 弾数:191/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 45.47s | 弾数:190/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 45.52s | 弾数:189/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 45.57s | 弾数:188/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 45.62s | 弾数:187/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 45.67s | 弾数:186/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 45.72s | 弾数:185/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 45.77s | 弾数:184/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 45.82s | 弾数:183/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 45.87s | 弾数:182/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 45.92s | 弾数:181/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 45.97s | 弾数:180/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 46.02s | 弾数:179/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 46.07s | 弾数:178/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 46.12s | 弾数:177/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 46.17s | 弾数:176/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 46.22s | 弾数:175/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 46.27s | 弾数:174/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 46.32s | 弾数:173/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 46.37s | 弾数:172/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 46.42s | 弾数:171/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 46.47s | 弾数:170/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 46.52s | 弾数:169/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 46.57s | 弾数:168/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 46.62s | 弾数:167/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 46.67s | 弾数:166/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 46.72s | 弾数:165/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 46.77s | 弾数:164/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 46.82s | 弾数:163/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 46.87s | 弾数:162/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 46.92s | 弾数:161/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 46.97s | 弾数:160/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 47.02s | 弾数:159/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 47.07s | 弾数:158/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 47.12s | 弾数:157/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 47.17s | 弾数:156/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 47.22s | 弾数:155/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 47.27s | 弾数:154/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 47.32s | 弾数:153/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 47.37s | 弾数:152/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 47.42s | 弾数:151/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 47.47s | 弾数:150/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 47.52s | 弾数:149/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 47.57s | 弾数:148/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 47.62s | 弾数:147/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 47.67s | 弾数:146/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 47.70s | 弾数:145/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 47.73s | 弾数:144/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 47.77s | 弾数:143/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 47.80s | 弾数:142/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 47.83s | 弾数:141/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 47.87s | 弾数:140/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 47.90s | 弾数:139/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 47.93s | 弾数:138/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 47.97s | 弾数:137/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.00s | 弾数:136/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 48.03s | 弾数:135/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.07s | 弾数:134/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 48.10s | 弾数:133/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.13s | 弾数:132/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.17s | 弾数:131/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.20s | 弾数:130/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.23s | 弾数:129/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.27s | 弾数:128/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.30s | 弾数:127/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.33s | 弾数:126/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.37s | 弾数:125/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.40s | 弾数:124/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.43s | 弾数:123/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.47s | 弾数:122/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.50s | 弾数:121/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 48.53s | 弾数:120/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.57s | 弾数:119/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 48.60s | 弾数:118/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 48.63s | 弾数:117/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.67s | 弾数:116/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.70s | 弾数:115/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.73s | 弾数:114/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.77s | 弾数:113/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.80s | 弾数:112/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.83s | 弾数:111/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.87s | 弾数:110/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.90s | 弾数:109/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.93s | 弾数:108/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 48.97s | 弾数:107/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 49.00s | 弾数:106/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 49.03s | 弾数:105/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 49.07s | 弾数:104/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 49.10s | 弾数:103/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 49.13s | 弾数:102/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 49.17s | 弾数:101/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 49.20s | 弾数:100/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Buff] Applied Skill 2: 自己修復 (バリア回復) (dummy_effect: 0.0285) to キロ
[Shoot] 時間: 49.23s | 弾数: 99/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 49.27s | 弾数: 98/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 49.30s | 弾数: 97/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 49.33s | 弾数: 96/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 49.37s | 弾数: 95/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 49.40s | 弾数: 94/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 49.43s | 弾数: 93/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 49.47s | 弾数: 92/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 49.50s | 弾数: 91/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 49.53s | 弾数: 90/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 49.57s | 弾数: 89/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 49.60s | 弾数: 88/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 49.63s | 弾数: 87/300 | Pellets: 1 | Dmg:     2,375 | Buffs: shield:0.21
[Shoot] 時間: 49.67s | 弾数: 86/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
[Shoot] 時間: 49.70s | 弾数: 85/300 | Pellets: 1 | Dmg:     1,900 | Buffs: shield:0.21
