[Shoot] 時間:  0.22s | 弾数:299/300 | Pellets: 1 | Dmg:     2,967 | Buffs: None
[Shoot] 時間: 14.07s | 弾数: 50/300 | Pellets: 1 | Dmg:     6,258 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.10s | 弾数: 49/300 | Pellets: 1 | Dmg:     6,258 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.13s | 弾数: 48/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.17s | 弾数: 47/300 | Pellets: 1 | Dmg:     6,258 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.20s | 弾数: 46/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.23s | 弾数: 45/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.27s | 弾数: 44/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.30s | 弾数: 43/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.33s | 弾数: 42/300 | Pellets: 1 | Dmg:     6,258 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.37s | 弾数: 41/300 | Pellets: 1 | Dmg:     6,258 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.40s | 弾数: 40/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.43s | 弾数: 39/300 | Pellets: 1 | Dmg:     6,258 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.47s | 弾数: 38/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.50s | 弾数: 37/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.53s | 弾数: 36/300 | Pellets: 1 | Dmg:     6,258 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.57s | 弾数: 35/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.60s | 弾数: 34/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.63s | 弾数: 33/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.67s | 弾数: 32/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.70s | 弾数: 31/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.73s | 弾数: 30/300 | Pellets: 1 | Dmg:     6,258 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.77s | 弾数: 29/300 | Pellets: 1 | Dmg:     6,258 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.80s | 弾数: 28/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.83s | 弾数: 27/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.87s | 弾数: 26/300 | Pellets: 1 | Dmg:     6,258 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.90s | 弾数: 25/300 | Pellets: 1 | Dmg:     6,258 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.93s | 弾数: 24/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 14.97s | 弾数: 23/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 15.00s | 弾数: 22/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 15.03s | 弾数: 21/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 15.07s | 弾数: 20/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 15.10s | 弾数: 19/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 15.13s | 弾数: 18/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 15.17s | 弾数: 17/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 15.20s | 弾数: 16/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 15.23s | 弾数: 15/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 15.27s | 弾数: 14/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 15.30s | 弾数: 13/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 15.33s | 弾数: 12/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 15.37s | 弾数: 11/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 15.40s | 弾数: 10/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 15.43s | 弾数:  9/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 15.47s | 弾数:  8/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 15.50s | 弾数:  7/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 15.53s | 弾数:  6/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 15.57s | 弾数:  5/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 15.60s | 弾数:  4/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 15.63s | 弾数:  3/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 15.67s | 弾数:  2/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 15.70s | 弾数:  1/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 15.73s | 弾数:  0/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Action] Reloading... (150 frames)
[Action] Reload Complete. Ammo: 300
[Shoot] 時間: 18.62s | 弾数:299/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 19.02s | 弾数:298/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 19.23s | 弾数:297/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 19.45s | 弾数:296/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 19.62s | 弾数:295/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 19.78s | 弾数:294/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間: 19.95s | 弾数:293/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x1 (Val:-0.20)]
[Buff] Applied S1: パイレーツハート_Stage_0 (hit_rate_buff: -0.2) to マスト：ロマンチックメイド
[Buff] Applied S1: パイレーツハート_Stage_1 (crit_rate_buff: 0.2005) to マスト：ロマンチックメイド
[Buff] Applied S1: パイレーツハート_Stage_2 (atk_buff_fixed: 7461.7114) to マスト：ロマンチックメイド
[Shoot] 時間: 20.08s | 弾数:292/300 | Pellets: 1 | Dmg:     3,205 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | [horoyoi x2 (Val:-0.40)]
[Stack Scale] Value scaled by horoyoi (x2) -> 0.3006
[Buff] Applied S2: パイレーツスピリット (Start)_Stage_0 (distribute_damage: 0.3006) to マスト：ロマンチックメイド
[Stack Scale] Value scaled by horoyoi (x2) -> 0.3008
[Buff] Applied S2: パイレーツスピリット (Start)_Stage_1 (reload_speed_buff: 0.3008) to マスト：ロマンチックメイド
[Shoot] 時間: 20.22s | 弾数:291/300 | Pellets: 1 | Dmg:     4,807 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 20.35s | 弾数:290/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 20.48s | 弾数:289/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 20.60s | 弾数:288/300 | Pellets: 1 | Dmg:     4,807 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 20.72s | 弾数:287/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 20.83s | 弾数:286/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 20.95s | 弾数:285/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 21.07s | 弾数:284/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 21.17s | 弾数:283/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 21.27s | 弾数:282/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 21.37s | 弾数:281/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 21.47s | 弾数:280/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 21.57s | 弾数:279/300 | Pellets: 1 | Dmg:     4,807 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 21.67s | 弾数:278/300 | Pellets: 1 | Dmg:     4,807 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 21.75s | 弾数:277/300 | Pellets: 1 | Dmg:     4,807 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 21.83s | 弾数:276/300 | Pellets: 1 | Dmg:     4,807 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 21.92s | 弾数:275/300 | Pellets: 1 | Dmg:     4,807 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 22.00s | 弾数:274/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 22.08s | 弾数:273/300 | Pellets: 1 | Dmg:     4,807 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 22.17s | 弾数:272/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 22.25s | 弾数:271/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 22.33s | 弾数:270/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 22.42s | 弾数:269/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 22.50s | 弾数:268/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 22.58s | 弾数:267/300 | Pellets: 1 | Dmg:     4,807 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 22.67s | 弾数:266/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 22.75s | 弾数:265/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 22.83s | 弾数:264/300 | Pellets: 1 | Dmg:     4,807 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 22.92s | 弾数:263/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 22.98s | 弾数:262/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 23.05s | 弾数:261/300 | Pellets: 1 | Dmg:     4,807 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 23.12s | 弾数:260/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 23.18s | 弾数:259/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 23.25s | 弾数:258/300 | Pellets: 1 | Dmg:     4,807 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 23.32s | 弾数:257/300 | Pellets: 1 | Dmg:     4,807 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 23.38s | 弾数:256/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 23.45s | 弾数:255/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 23.52s | 弾数:254/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 23.58s | 弾数:253/300 | Pellets: 1 | Dmg:     4,807 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 23.65s | 弾数:252/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 23.72s | 弾数:251/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 23.78s | 弾数:250/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 23.85s | 弾数:249/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 23.92s | 弾数:248/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 23.98s | 弾数:247/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
[Shoot] 時間: 24.05s | 弾数:246/300 | Pellets: 1 | Dmg:     4,006 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:7461.71 | distribute_damage:0.30 | reload_speed_buff:0.30 | [horoyoi x2 (Val:-0.40)]
