[Shoot] 時間:  0.22s | 弾数:119/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 44.63s | 弾数: 14/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 44.68s | 弾数: 13/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 44.73s | 弾数: 12/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 44.78s | 弾数: 11/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 44.83s | 弾数: 10/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 44.88s | 弾数:  9/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 44.93s | 弾数:  8/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 44.98s | 弾数:  7/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Heal] I-DOLL・オーシャン healed I-DOLL・オーシャン (Val: 0.0969)
[Burst] Activate!
[Heal] I-DOLL・オーシャン healed I-DOLL・オーシャン (Val: 0.297)
[Shoot] 時間: 45.03s | 弾数:  6/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 45.08s | 弾数:  5/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 45.13s | 弾数:  4/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 45.18s | 弾数:  3/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 45.23s | 弾数:  2/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 45.28s | 弾数:  1/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 45.33s | 弾数:  0/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Heal] I-DOLL・オーシャン healed I-DOLL・オーシャン (Val: 0.0486)
[Shoot] 時間: 47.22s | 弾数:119/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 47.27s | 弾数:118/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 47.32s | 弾数:117/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 47.37s | 弾数:116/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 47.42s | 弾数:115/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 47.47s | 弾数:114/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 47.52s | 弾数:113/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 47.57s | 弾数:112/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 47.62s | 弾数:111/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 47.67s | 弾数:110/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 47.72s | 弾数:109/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 47.77s | 弾数:108/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 47.82s | 弾数:107/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 47.87s | 弾数:106/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 47.92s | 弾数:105/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 47.97s | 弾数:104/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 48.02s | 弾数:103/120 | Pellets: 1 | Dmg:     5,580 | Buffs: None
[Shoot] 時間: 48.07s | 弾数:102/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 48.12s | 弾数:101/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 48.17s | 弾数:100/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 48.22s | 弾数: 99/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 48.27s | 弾数: 98/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 48.32s | 弾数: 97/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 48.37s | 弾数: 96/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 48.42s | 弾数: 95/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 48.47s | 弾数: 94/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 48.52s | 弾数: 93/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 48.57s | 弾数: 92/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 48.62s | 弾数: 91/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 48.67s | 弾数: 90/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 48.72s | 弾数: 89/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 48.77s | 弾数: 88/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 48.82s | 弾数: 87/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 48.87s | 弾数: 86/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 48.92s | 弾数: 85/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 48.97s | 弾数: 84/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 49.02s | 弾数: 83/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 49.07s | 弾数: 82/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 49.12s | 弾数: 81/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 49.17s | 弾数: 80/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 49.22s | 弾数: 79/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 49.27s | 弾数: 78/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 49.32s | 弾数: 77/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 49.37s | 弾数: 76/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 49.42s | 弾数: 75/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 49.47s | 弾数: 74/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 49.52s | 弾数: 73/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 49.57s | 弾数: 72/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 49.62s | 弾数: 71/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 49.67s | 弾数: 70/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 49.72s | 弾数: 69/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 49.77s | 弾数: 68/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 49.82s | 弾数: 67/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 49.87s | 弾数: 66/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 49.92s | 弾数: 65/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 49.97s | 弾数: 64/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 50.02s | 弾数: 63/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 50.07s | 弾数: 62/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 50.12s | 弾数: 61/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 50.17s | 弾数: 60/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 50.22s | 弾数: 59/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 50.27s | 弾数: 58/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 50.32s | 弾数: 57/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 50.37s | 弾数: 56/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 50.42s | 弾数: 55/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 50.47s | 弾数: 54/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 50.52s | 弾数: 53/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 50.57s | 弾数: 52/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 50.62s | 弾数: 51/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 50.67s | 弾数: 50/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 50.72s | 弾数: 49/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 50.77s | 弾数: 48/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 50.82s | 弾数: 47/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 50.87s | 弾数: 46/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 50.92s | 弾数: 45/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 50.97s | 弾数: 44/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 51.02s | 弾数: 43/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 51.07s | 弾数: 42/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 51.12s | 弾数: 41/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 51.17s | 弾数: 40/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 51.22s | 弾数: 39/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 51.27s | 弾数: 38/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 51.32s | 弾数: 37/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 51.37s | 弾数: 36/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 51.42s | 弾数: 35/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 51.47s | 弾数: 34/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 51.52s | 弾数: 33/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 51.57s | 弾数: 32/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 51.62s | 弾数: 31/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 51.67s | 弾数: 30/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 51.72s | 弾数: 29/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 51.77s | 弾数: 28/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 51.82s | 弾数: 27/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 51.87s | 弾数: 26/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 51.92s | 弾数: 25/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 51.97s | 弾数: 24/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 52.02s | 弾数: 23/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 52.07s | 弾数: 22/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 52.12s | 弾数: 21/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 52.17s | 弾数: 20/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 52.22s | 弾数: 19/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 52.27s | 弾数: 18/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 52.32s | 弾数: 17/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 52.37s | 弾数: 16/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 52.42s | 弾数: 15/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 52.47s | 弾数: 14/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 52.52s | 弾数: 13/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 52.57s | 弾数: 12/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 52.62s | 弾数: 11/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 52.67s | 弾数: 10/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 52.72s | 弾数:  9/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 52.77s | 弾数:  8/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 52.82s | 弾数:  7/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 52.87s | 弾数:  6/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 52.92s | 弾数:  5/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 52.97s | 弾数:  4/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 53.02s | 弾数:  3/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 53.07s | 弾数:  2/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 53.12s | 弾数:  1/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 53.17s | 弾数:  0/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Heal] I-DOLL・オーシャン healed I-DOLL・オーシャン (Val: 0.0486)
[Shoot] 時間: 55.05s | 弾数:119/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 55.10s | 弾数:118/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 55.15s | 弾数:117/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 55.20s | 弾数:116/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 55.25s | 弾数:115/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 55.30s | 弾数:114/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 55.35s | 弾数:113/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 55.40s | 弾数:112/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 55.45s | 弾数:111/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 55.50s | 弾数:110/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 55.55s | 弾数:109/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 55.60s | 弾数:108/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 55.65s | 弾数:107/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 55.70s | 弾数:106/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 55.75s | 弾数:105/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 55.80s | 弾数:104/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 55.85s | 弾数:103/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 55.90s | 弾数:102/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 55.95s | 弾数:101/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 56.00s | 弾数:100/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 56.05s | 弾数: 99/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 56.10s | 弾数: 98/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 56.15s | 弾数: 97/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 56.20s | 弾数: 96/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 56.25s | 弾数: 95/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 56.30s | 弾数: 94/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 56.35s | 弾数: 93/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 56.40s | 弾数: 92/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 56.45s | 弾数: 91/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 56.50s | 弾数: 90/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 56.55s | 弾数: 89/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 56.60s | 弾数: 88/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 56.65s | 弾数: 87/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 56.70s | 弾数: 86/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 56.75s | 弾数: 85/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 56.80s | 弾数: 84/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 56.85s | 弾数: 83/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 56.90s | 弾数: 82/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 56.95s | 弾数: 81/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 57.00s | 弾数: 80/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 57.05s | 弾数: 79/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 57.10s | 弾数: 78/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 57.15s | 弾数: 77/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 57.20s | 弾数: 76/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 57.25s | 弾数: 75/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 57.30s | 弾数: 74/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 57.35s | 弾数: 73/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 57.40s | 弾数: 72/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 57.45s | 弾数: 71/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 57.50s | 弾数: 70/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 57.55s | 弾数: 69/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 57.60s | 弾数: 68/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 57.65s | 弾数: 67/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 57.70s | 弾数: 66/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 57.75s | 弾数: 65/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 57.80s | 弾数: 64/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 57.85s | 弾数: 63/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 57.90s | 弾数: 62/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 57.95s | 弾数: 61/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 58.00s | 弾数: 60/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 58.05s | 弾数: 59/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 58.10s | 弾数: 58/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 58.15s | 弾数: 57/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 58.20s | 弾数: 56/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 58.25s | 弾数: 55/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 58.30s | 弾数: 54/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 58.35s | 弾数: 53/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 58.40s | 弾数: 52/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 58.45s | 弾数: 51/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 58.50s | 弾数: 50/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 58.55s | 弾数: 49/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 58.60s | 弾数: 48/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 58.65s | 弾数: 47/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 58.70s | 弾数: 46/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 58.75s | 弾数: 45/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 58.80s | 弾数: 44/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 58.85s | 弾数: 43/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 58.90s | 弾数: 42/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 58.95s | 弾数: 41/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 59.00s | 弾数: 40/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 59.05s | 弾数: 39/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 59.10s | 弾数: 38/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 59.15s | 弾数: 37/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 59.20s | 弾数: 36/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 59.25s | 弾数: 35/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 59.30s | 弾数: 34/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 59.35s | 弾数: 33/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 59.40s | 弾数: 32/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 59.45s | 弾数: 31/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 59.50s | 弾数: 30/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 59.55s | 弾数: 29/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 59.60s | 弾数: 28/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 59.65s | 弾数: 27/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 59.70s | 弾数: 26/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 59.75s | 弾数: 25/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 59.80s | 弾数: 24/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 59.85s | 弾数: 23/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 59.90s | 弾数: 22/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 59.95s | 弾数: 21/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Heal] I-DOLL・オーシャン healed I-DOLL・オーシャン (Val: 0.0969)
[Shoot] 時間: 60.00s | 弾数: 20/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 60.05s | 弾数: 19/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 60.10s | 弾数: 18/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 60.15s | 弾数: 17/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 60.20s | 弾数: 16/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 60.25s | 弾数: 15/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 60.30s | 弾数: 14/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 60.35s | 弾数: 13/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 60.40s | 弾数: 12/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 60.45s | 弾数: 11/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 60.50s | 弾数: 10/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 60.55s | 弾数:  9/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 60.60s | 弾数:  8/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 60.65s | 弾数:  7/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 60.70s | 弾数:  6/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 60.75s | 弾数:  5/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 60.80s | 弾数:  4/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 60.85s | 弾数:  3/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 60.90s | 弾数:  2/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 60.95s | 弾数:  1/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
